Year,Region,Agency Name,City,County,State,Attendance,Rescues - Total,Rescue - Rip,Rescue - Surf,Rescue - Swift,Rescues - Scuba,Primary Cause of Rescue - Others,Rescue - Cliff,Boat Rescues - Rescues,Boat Rescues - Passengers,Boat Rescues - Value,Boat Assists - Rescues,Boat Assists - Passengers,Boat Assists - Value,Prevents,Medical Aids - Total,Medical Aids - Major,Medical Aids - Minor,Drowning Deaths (Unguarded) - Total,Drowning Deaths (Unguarded) - Rip,Drowning Deaths (Unguarded) - Surf,Drowning Deaths (Unguarded) - Scuba,Drowning Deaths (Unguarded) - Drop-Off,Drowning Deaths (Unguarded) - Alc/Drugs,Drowning Deaths (Unguarded) - Ability,Drowning Deaths (Unguarded) - Floatation,Drowning Deaths (Unguarded) - Other,Drowning Deaths (Guarded) - Total,Drowning Deaths (Guarded) - Rip,Drowning Deaths (Guarded) - Surf,Drowning Deaths (Guarded) - Scuba,Drowning Deaths (Guarded) - Drop-Off,Drowning Deaths (Guarded) - Alc/Drugs,Drowning Deaths (Guarded) - Ability,Drowning Deaths (Guarded) - Floatation,Drowning Deaths (Guarded) - Other,Other Fatalities,Enforcements - Total,Enforcements - Warnings,Enforcements - Boat/PWC,Enforcements - Citations,Enforcements - Arrests,Lost/Found Persons,Public Education - Lectures,Public Education - Students,Demographics - Miles Guarded,Demographics - Miles Not Guarded,Demographics - Full-Time Employees,Demographics - Part-Time Employees,Demographics - Jr. Guards,Demographics - Agency Water Is,Demographics - Agency Coverage,Demographics - Avg. Weekday Towers Staffed,Demographics - Avg. Weekend Towers Staffed,Demographics - Avg. Distance Between Tower (yards),Demographics - # Rescue Vehicles,Demographics - Boat < 15,Demographics - Boat 15+,Demographics - PWC,Demographics - Non Motorized Rescue Craft
2007,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,0,136,0,59,0,0,,1,2,0,0,0,0,0,0,195,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,431","6,431",0,0,0,18,5,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,0,160,140,17,0,1,,2,0,0,0,0,0,0,"66,570",293,289,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,309","2,307",0,1,1,4,13,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,0,178,178,0,0,0,,1,1,0,0,0,0,0,"19,839",286,285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"28,750","28,666",84,0,0,29,12,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,"850,000",134,128,6,0,0,,0,1,4,"150,000",0,0,0,"21,898",196,10,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,821","3,810",0,0,11,12,11,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,"700,000",158,152,1,0,0,,3,2,2,"3,000",0,0,0,"28,825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"3,904","3,896",0,8,0,15,18,"1,815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,"800,000",92,80,0,0,0,,0,1,12,"300,000",0,0,0,"10,138",344,3,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,199","2,190",0,9,0,2,18,"1,454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,"900,000",220,215,0,0,0,,0,3,4,"5,000",0,0,0,"11,471",154,3,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,815","1,807",2,0,6,16,21,"1,775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,0,149,137,0,0,2,,1,1,1,"8,000",0,0,0,"12,672",127,5,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,023","3,023",0,0,0,4,22,"1,533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,0,161,151,10,0,0,,0,0,0,0,0,0,0,0,195,15,180,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"4,493","4,485",0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,"1,140,165",140,134,5,0,0,,1,0,0,0,0,0,0,"14,057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,758","4,748",0,10,0,17,15,"1,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,"974,150",259,0,0,0,0,,0,2,4,"30,000",0,0,0,"15,758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,"998,203",395,0,0,0,0,,0,5,10,"50,000",0,0,0,"12,149",204,204,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,"1,463,683",394,0,0,0,0,,0,5,0,"2,500",0,9,0,"12,862",249,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,"1,820,909",844,0,0,0,0,,0,8,18,"100,000",0,0,0,"19,504",929,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,"2,322,115",286,0,0,0,0,,0,1,0,0,0,0,0,"11,607",786,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,"1,358,807",183,0,0,0,0,,0,7,17,"17,000",0,0,0,"3,736",549,549,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,"1,261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,"1,803,676",595,0,0,0,0,,0,6,0,0,0,0,0,"9,293",426,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,"2,257,411",339,0,0,0,0,,0,10,22,"125,000",0,0,0,"9,468",373,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,"1,920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,"1,508,906",184,0,0,0,0,,0,0,0,0,0,0,0,"7,242",308,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,"3,600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,"1,190,440",608,0,0,0,0,,0,5,0,0,0,0,0,"8,057",280,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Southwest,"Solana Beach Marine Safety, City of, California",Solana Beach,San Diego County,California,0,252,229,17,0,0,0,3,3,16,"10,000",0,0,0,"25,199",676,34,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,679","7,679",0,0,0,16,1,65,2,0,5,55,"1,300",Ocean,Year Round,6,5,400,5,1,0,2,0
2022,Northwest,"Sandpoint Lifeguards, City of, Idaho",Sandpoint,Bonner County,Idaho,"38,069",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,10,Lake,Seasonal,4,4,94,0,0,0,0,1
2021,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"45,010",5,0,0,0,0,5,0,0,0,0,0,9,0,"32,894",102,10,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"36,711","36,711",0,0,0,11,42,0,0,0,0,15,90,"Lake, Open Water, River",Seasonal,8,10,15,0,1,0,0,1
2020,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"42,634",8,0,0,0,0,,0,0,0,$0,0,0,$0,"19,348",86,10,76,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"68,542",22,0,0,0,0,,0,0,0,0,0,0,0,"29,915",107,15,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34,562","34,562",0,0,0,22,146,650,2,1,15,41,90,Lake,Seasonal,7,11,90,2,0,0,1,2
2018,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"62,231",10,0,0,0,0,,0,3,0,0,42,0,0,"43,005",141,24,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"35,704","35,704",0,0,0,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"65,000",18,0,0,8,0,,0,0,0,0,0,0,0,"35,453",92,6,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,300,Lake,Seasonal,8,12,50,1,2,0,0,25
2016,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"65,643",33,0,0,0,0,,0,0,0,0,0,0,0,"29,814",99,12,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33,482","33,482",0,0,0,27,137,500,50,200,1,50,300,Lake,Seasonal,8,12,50,1,2,0,0,25
2015,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"39,262",22,0,0,0,0,,0,0,0,0,9,0,0,"30,324",25,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"119,262",28,0,0,0,0,,0,0,0,0,5,0,0,"36,954",25,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,"3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"54,247",21,0,0,0,0,,0,0,0,0,6,12,0,"25,335",30,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,412","24,412",0,0,0,8,64,578,5,95,1,35,120,River,Seasonal,5,10,30,1,0,0,2,4
2012,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"71,160",11,0,0,0,0,,0,2,4,0,6,12,0,"14,339",40,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,871","23,871","1,000",0,0,21,49,"1,225",3,0,1,40,-,Lake,Seasonal,5,10,50,0,2,0,0,0
2011,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"57,631",13,0,0,0,0,,0,0,0,0,16,32,0,"8,080",22,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,889","19,889",0,0,0,6,50,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"58,020",13,0,0,0,0,,0,0,0,0,23,50,0,"6,358",55,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,764","16,764",0,0,0,0,34,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"46,445",7,0,0,0,0,,0,0,0,0,4,4,0,"5,689",36,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,694","17,694",0,0,0,12,8,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"44,014",13,0,0,0,0,,0,0,0,0,10,0,0,0,34,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,816","18,816",0,0,0,8,36,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"52,714",8,0,0,0,0,,0,0,0,0,5,0,0,"25,474",27,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,059","15,059",0,0,0,9,27,"1,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"48,278",9,0,0,0,0,,0,0,0,0,9,0,0,"31,281",32,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,784","12,784",0,0,0,6,41,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"82,514",9,0,0,0,0,,0,0,0,0,7,0,0,"7,665",48,3,45,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,597","14,597",0,0,0,7,60,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"37,053",14,0,0,0,0,,0,0,0,0,13,0,0,"7,940",71,10,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,102","17,102",0,0,0,15,123,"1,230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"36,579",16,0,0,0,0,,0,0,0,0,25,0,0,"39,692",92,16,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,058","19,058",0,0,0,7,65,"1,300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"32,605",15,0,0,0,0,,0,2,6,0,28,84,0,"38,730",49,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,831","17,416","1,415",0,0,10,54,"3,240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"75,000",5,0,0,5,0,,0,0,0,0,5,12,0,"33,217",102,4,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,406","11,406",0,0,0,6,47,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"84,394",38,0,0,0,0,,0,0,0,0,45,0,0,"25,521",344,10,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,440","26,440",0,0,0,16,30,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"54,613",39,0,0,0,0,,0,0,0,0,22,0,0,"26,005",186,9,177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,965","24,965",0,0,0,40,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"52,360",410,0,0,0,0,,0,1,1,0,42,0,0,"28,291",333,317,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28,230","28,230",0,0,0,23,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"59,913",32,0,0,0,0,,0,1,1,0,0,0,0,"28,097",235,14,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,172","26,172",0,0,0,32,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"58,935",49,0,0,0,0,,0,0,0,0,14,0,0,"15,910",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22,080","22,080",0,0,0,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"69,642",42,0,0,0,0,,0,0,0,0,0,0,0,"14,968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"76,751",45,0,0,0,0,,0,51,0,0,0,0,0,"30,739",558,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"142,792",51,0,0,0,0,,0,73,0,0,0,0,0,341,341,341,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"76,678",45,0,0,0,0,,0,66,0,0,0,0,0,"13,229",258,258,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"101,820",46,0,0,0,0,,0,0,0,0,0,0,0,"6,694",364,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,Northwest,"Sonoma County Regional Parks, County of, California",Sanoma County,Sanoma County,California,"217,999",48,0,0,0,0,,0,148,0,0,0,0,0,"6,035",323,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Mid-Atlantic,"South Bethany Beach Patrol, Delaware",South Bethany,Sussex County,Delaware,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Mid-Atlantic,"South Bethany Beach Patrol, Delaware",South Bethany,Sussex County,Delaware,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Mid-Atlantic,"South Bethany Beach Patrol, Delaware",South Bethany,Sussex County,Delaware,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Mid-Atlantic,"South Bethany Beach Patrol, Delaware",South Bethany,Sussex County,Delaware,0,92,77,10,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Gulf Coast,"South Padre Island Beach Patrol, Texas",South Padre Island,Cameron County,Texas,"1,500,000",104,10,94,0,0,0,0,0,0,0,0,0,0,554,305,3,302,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,896,0,0,0,42,2,100,1,4,1,16,20,Open Water,Seasonal,4,6,"1,760",6,0,0,1,0
2022,Southeast,"Sarasota County Lifeguards, County of, Florida",Sarasota County,Sarasota County,Florida,"6,235,165",55,40,15,0,3,0,0,0,0,0,0,0,0,"67,825","8,488",185,"8,303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,0,0,3,32,22,0,0,"Ocean, Open Water",Year Round,12,12,200,10,1,0,3,16
2021,Gulf Coast,"South Padre Island Beach Patrol, Texas",South Padre Island,Cameron County,,"1,500,000",17,10,7,0,0,0,0,0,0,0,0,0,0,"3,718","1,808",116,787,5,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"3,954",0,0,0,0,101,0,0,5,0,1,20,20,Ocean,Seasonal,4,6,"1,600",6,0,0,1,0
2020,Gulf Coast,"South Padre Island Beach Patrol, Texas",South Padre Island,Cameron County,Texas,"1,500,000",37,0,37,0,0,,0,2,6,"$24,000",0,0,$0,"1,535",550,68,482,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"1,112","1,112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Gulf Coast,"South Padre Island Beach Patrol, Texas",South Padre Island,Cameron County,Texas,"5,000,000",8,4,4,0,0,,0,2,5,"12,000",0,0,0,"2,801","1,104",35,"1,069",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1,625","1,622",3,0,0,94,0,0,2,4,1,25,27,Ocean,Seasonal,4,4,"1,500",6,0,0,1,1
2018,Gulf Coast,"South Padre Island Beach Patrol, Texas",South Padre Island,Cameron County,Texas,"1,500,000",10,4,6,0,0,,0,3,9,"60,000",4,6,0,854,600,20,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,21,12,Ocean,Seasonal,6,9,"1,500",6,0,0,1,1
2017,Gulf Coast,"South Padre Island Beach Patrol, Texas",South Padre Island,Cameron County,Texas,"1,500,000",14,8,6,0,0,,0,3,8,"165,000",1,4,"100,000","1,292","1,057",137,920,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,141,129,12,0,0,191,4,90,2,4,1,24,-,Ocean,Seasonal,7,9,"1,500",6,0,0,1,1
2016,Gulf Coast,"South Padre Island Beach Patrol, Texas",South Padre Island,Cameron County,Texas,"1,700,000",38,12,26,0,0,,0,2,4,"25,000",3,6,"35,000",333,378,13,365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,269,269,0,0,0,312,4,41,2,4,0,27,-,Ocean,Seasonal,7,9,"1,500",5,0,0,1,0
2015,Gulf Coast,"South Padre Island Beach Patrol, Texas",South Padre Island,Cameron County,Texas,"1,500,000",44,24,20,0,0,,0,0,0,0,1,4,"125,000",426,509,16,493,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,265,6,0,0,216,4,125,2,4,0,24,-,Ocean,Seasonal,7,7,"1,500",4,0,0,1,0
2014,Gulf Coast,"South Padre Island Beach Patrol, Texas",South Padre Island,Cameron County,Texas,"1,500,000",31,19,12,0,0,,0,0,0,0,0,0,0,363,312,19,293,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156,156,0,0,0,0,3,61,2,4,0,22,-,Ocean,Seasonal,7,7,"1,500",3,0,0,0,0
2013,Gulf Coast,"South Padre Island Beach Patrol, Texas",South Padre Island,Cameron County,Texas,"1,500,000",40,12,28,0,0,,0,2,0,"50,000",0,0,0,305,276,18,258,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,13,25,0,0,0,5,60,0,6,0,16,-,Ocean,Seasonal,0,0,0,4,0,0,1,0
2012,Gulf Coast,"South Padre Island Beach Patrol, Texas",South Padre Island,Cameron County,Texas,"1,500,000",26,10,16,0,0,,0,0,0,0,0,0,0,211,287,26,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,8,500,0,6,0,18,-,Ocean,Seasonal,0,0,0,4,0,0,1,1
2023,Southeast,"South Walton, Fire District, Florida",Fire District,Walton County,Florida,"1,237,122",241,32,4,0,0,0,0,0,0,0,0,0,0,"308,148",719,204,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,147,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,New England,"Scarborough Beach State Park, Scarborough, Maine",Scarborough,Cumberland County,Maine,"128,000",12,12,0,0,0,0,0,0,0,"36,000",0,0,0,24,14,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,2,0,0,7,3,465,1,1,3,12,0,Ocean,Seasonal,3,3,100,4,2,0,1,1
2021,Southeast,"South Walton, Fire District, Florida",Fire District,Walton County,Florida,"2,127,558",171,164,7,0,0,0,0,2,8,"50,000",2,6,"75,000","548,841",575,165,410,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,8,250,4,22,8,54,144,Ocean,Year Round,15,15,"5,400",25,0,0,3,26
2020,Southeast,"South Walton, Fire District, Florida",Fire District,Walton County,Florida,"1,244,672",186,131,54,0,1,,0,0,0,0,0,0,0,"281,797",285,76,209,2,2,0,0,0,0,2,0,0,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,141,13,350,7,19,8,62,-,Ocean,Year Round,15,15,"3,200",21,0,0,4,28
